Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1786337046,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1786337047,2,,Aggregated,0.000000,0.000000,84,140,140,230,230,230,230,230,230,230,230,10,0,84,109.64595999976154,9.941399999661371,233.01989999890793,184.8
1786337048,4,,Aggregated,0.000000,0.000000,100,140,190,230,340,350,350,350,350,350,350,20,0,84,125.47559500053467,5.853400005435105,346.65740000491496,184.8
1786337049,8,,Aggregated,2.000000,0.000000,100,140,170,230,350,630,630,630,630,630,630,30,0,100,147.83797000030367,5.853400005435105,626.6371000019717,184.8
1786337050,10,,Aggregated,6.000000,0.000000,100,160,190,230,340,630,630,630,630,630,630,40,0,84,146.33988500027044,5.853400005435105,626.6371000019717,184.8
1786337051,12,,Aggregated,7.333333,0.000000,100,140,180,230,350,540,630,630,630,630,630,50,0,100,148.86929400046938,5.853400005435105,626.6371000019717,184.8
1786337052,14,,Aggregated,8.000000,0.000000,110,190,320,360,470,540,630,630,630,630,630,59,0,110,194.0129610172905,5.853400005435105,626.6371000019717,186.20338983050848
1786337053,16,,Aggregated,8.400000,0.000000,160,260,350,460,490,540,630,640,640,640,640,70,0,160,220.80014285747893,5.853400005435105,635.9139999985928,183.9142857142857
1786337054,18,,Aggregated,8.500000,0.000000,250,340,460,470,620,640,640,720,720,720,720,86,0,240,271.87918255841333,5.853400005435105,719.6172999974806,185.8139534883721
1786337055,20,,Aggregated,8.571429,0.000000,310,420,490,530,640,750,770,780,780,780,780,104,0,290,319.0721519233473,5.853400005435105,783.778799996071,184.28846153846155
1786337056,22,,Aggregated,9.625000,0.000000,350,460,530,620,690,770,780,780,850,850,850,122,0,340,353.73380327876134,5.853400005435105,850.8120000042254,183.21311475409837
1786337057,24,,Aggregated,10.111111,0.000000,380,480,590,630,730,780,870,880,880,880,880,128,0,370,373.7802187500847,5.853400005435105,876.2554000059026,181.640625
1786337058,26,,Aggregated,10.400000,0.000000,430,590,650,690,850,950,1300,1400,1400,1400,1400,146,0,420,447.00135342456434,5.853400005435105,1438.286100004916,183.8013698630137
1786337059,28,,Aggregated,12.000000,0.000000,460,630,690,770,960,1400,1700,1700,1700,1700,1700,156,0,440,506.0227673075133,5.853400005435105,1690.5555999983335,183.01923076923077
1786337060,30,,Aggregated,12.500000,0.000000,480,650,820,930,1400,1700,2000,2000,2000,2000,2000,170,0,480,595.1172123528308,5.853400005435105,1980.4862000019057,183.4470588235294
1786337061,32,,Aggregated,12.400000,0.000000,480,690,850,960,1400,1700,2000,2000,2000,2000,2000,184,0,480,620.0167614129184,5.853400005435105,1980.4862000019057,183.5054347826087
1786337062,34,,Aggregated,12.400000,0.000000,570,820,1100,1200,1400,1700,1900,2000,2000,2000,2000,204,0,540,684.8882102939943,5.853400005435105,1980.4862000019057,180.33823529411765
1786337063,36,,Aggregated,12.900000,0.000000,640,940,1200,1200,1500,1700,1900,2000,2000,2000,2000,225,0,640,750.3518906666432,5.853400005435105,1980.4862000019057,181.92444444444445
1786337064,38,,Aggregated,13.300000,0.000000,650,970,1200,1200,1500,1700,2000,2000,2000,2000,2000,232,0,640,769.534855172361,5.853400005435105,2001.6528999985894,182.44827586206895
1786337065,40,,Aggregated,14.700000,0.000000,690,1100,1200,1400,1700,1900,2000,2200,2400,2400,2400,269,0,690,823.7230598512004,5.853400005435105,2350.094800000079,180.09665427509293
1786337066,42,,Aggregated,14.900000,0.000000,690,1100,1200,1400,1600,1900,2000,2200,2400,2400,2400,274,1,690,822.7379386860072,1.6431000040029176,2350.094800000079,179.25182481751824
1786337067,44,,Aggregated,14.100000,0.000000,770,1200,1400,1500,1700,1900,2000,2200,2400,2400,2400,295,1,770,878.2065637286612,1.6431000040029176,2350.094800000079,178.8135593220339
1786337068,46,,Aggregated,16.500000,0.000000,860,1200,1400,1500,1700,1900,2000,2200,2400,2400,2400,313,1,860,897.0942584663471,1.6431000040029176,2350.094800000079,179.8594249201278
1786337069,48,,Aggregated,15.200000,0.100000,880,1200,1400,1500,1700,1900,2000,2200,2400,2400,2400,327,1,880,924.7374892965424,1.6431000040029176,2350.094800000079,180.217125382263
1786337070,50,,Aggregated,15.800000,0.100000,890,1200,1400,1500,1700,1900,2200,2200,2600,2600,2600,331,1,890,939.691014803564,1.6431000040029176,2558.609500003513,179.51661631419938
1786337071,52,,Aggregated,16.700000,0.100000,950,1300,1500,1600,1900,2100,2600,2800,2800,2800,2800,345,1,950,1000.8946918839829,1.6431000040029176,2826.7951999951038,179.8695652173913
1786337072,54,,Aggregated,17.100000,0.100000,960,1300,1500,1600,1900,2200,2800,2800,3300,3300,3300,349,1,960,1021.8898352434821,1.6431000040029176,3325.3713000012795,179.72492836676219
1786337074,56,,Aggregated,16.000000,0.100000,1000,1400,1600,1800,2500,3000,3800,4000,4300,4300,4300,375,1,1000,1180.5145373332973,1.6431000040029176,4274.837899996783,180.624
1786337075,58,,Aggregated,16.100000,0.100000,1000,1400,1600,1800,2500,3000,3800,4000,4300,4300,4300,379,1,1000,1195.352173878609,1.6431000040029176,4274.837899996783,180.95778364116094
1786337076,60,,Aggregated,14.200000,0.100000,1100,1500,1700,1900,2500,3200,3900,4300,4300,4300,4300,383,1,1100,1220.323604177534,1.6431000040029176,4274.837899996783,180.51697127937337
1786337077,62,,Aggregated,14.900000,0.100000,1200,1500,1900,2100,2800,3700,4300,4400,4700,4700,4700,412,1,1200,1370.4419031554196,1.6431000040029176,4693.813199999568,181.4126213592233
1786337078,64,,Aggregated,14.700000,0.100000,1200,1600,2000,2400,3300,3900,4300,4400,4700,4700,4700,433,1,1200,1460.5931332564253,1.6431000040029176,4693.813199999568,181.01847575057738
